Format,Unit, ,Item ID,MDPI barcode,Title Control Number,Catalog Key,OCLC,Call Sequence,Pub Year,MARC key,Ephemera Removed,Bin Barcodes,Bin Name,Ephemera Returned,Title,Author,Library,Shelving Key,Item Type,Home Location,Current Location,Item Category 2,Cataloging date code,Pagination (300a),Illustrations (300b),Size (300c),Column1,Column2,Column3,notes,pre-prioritization group,Year,Tape base,Preservation problems,Pack deformation,Reel size,Track configuration,Sound field,Item Category 1,speed,Tape thickness,Tape stock brand,number of programs,directions recorded,Variations Record Exists,Group key,Group position,Group total,position_by_shelving_key,,NOTES,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-12-5 v. 1,30000036038739,40000001240631,BAF3732BM,1447731,15498611,2,1986,1544616,x,40000000000085,ML-OR-168,,GRADUATE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-12-5 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (69 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3732BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-12-5 v. 2,30000036038754,40000001240649,BAF3732BM,1447731,15498611,4,1986,1544616,x,40000000000085,ML-OR-168,,GRADUATE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-12-5 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (69 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3732BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-12-5 v. 3,30000036038721,40000001240656,BAF3732BM,1447731,15498611,3,1986,1544616,x,40000000000085,ML-OR-168,,GRADUATE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-12-5 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (69 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3732BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-2-21 v. 1,30000036038887,40000001240664,BAF1302BM,1445428,13336148,2,1986,1541984,x,40000000000085,ML-OR-168,,GRADUATE LECTURE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-2-21 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (62 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF1302BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-2-21 v. 2,30000036038879,40000001240672,BAF1302BM,1445428,13336148,3,1986,1541984,x,40000000000085,ML-OR-168,,GRADUATE LECTURE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-2-21 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (62 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF1302BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-2-21 v. 3,30000036038861,40000001240680,BAF1302BM,1445428,13336148,4,1986,1541984,x,40000000000085,ML-OR-168,,GRADUATE LECTURE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-2-21 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (62 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF1302BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-3-2 v. 1,30000036038853,40000001240698,BAF1308BM,1445434,13340357,2,1986,1541992,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-3-2 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (68 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF1308BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-3-2 v. 2,30000036038846,40000001240706,BAF1308BM,1445434,13340357,3,1986,1541992,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-3-2 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (68 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF1308BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7477 86-3-2 v. 3,30000036038747,40000001240714,BAF1308BM,1445434,13340357,4,1986,1541992,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOSWORTH R J B,B-MUSIC,TP-S .B7477 86-3-2 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (68 min.) :,"7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF1308BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B76285 90-11-12 v. 1,30000002966707,40000001240722,AAZ7315BM,86453,23875466,2,1990,92435,x,40000000000093,ML-OR-169,,ARTIST DIPLOMA RECITAL,BOULANGER MICHEL 001965,B-MUSIC,TP-S .B76285 90-11-12 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAZ7315BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B76285 90-11-12 v. 2,30000002966715,40000001240730,AAZ7315BM,86453,23875466,3,1990,92435,x,40000000000093,ML-OR-169,,ARTIST DIPLOMA RECITAL,BOULANGER MICHEL 001965,B-MUSIC,TP-S .B76285 90-11-12 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAZ7315BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7885 92-4-28 v. 1,30000026698617,40000001240748,ACN4594BM,266700,25985811,2,1992,290062,x,40000000000093,ML-OR-169,,GRADUATE RECITAL COMPOSITION,BOYCE CARY 001955 SELECTIONS,B-MUSIC,TP-S .B7885 92-4-28 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACN4594BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7885 92-4-28 v. 2,30000026698625,40000001240755,ACN4594BM,266700,25985811,3,1992,290062,x,40000000000093,ML-OR-169,,GRADUATE RECITAL COMPOSITION,BOYCE CARY 001955 SELECTIONS,B-MUSIC,TP-S .B7885 92-4-28 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACN4594BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7893 93-11-12 v. 1,30000035979297,40000001240763,ADY6092BM,442922,29944925,2,1993,479278,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYD DEBORAH,B-MUSIC,TP-S .B7893 93-11-12 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADY6092BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7893 93-11-12 v. 2,30000035979305,40000001240771,ADY6092BM,442922,29944925,3,1993,479278,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYD DEBORAH,B-MUSIC,TP-S .B7893 93-11-12 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADY6092BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7922 92-2-10 v. 1,30000000388748,40000001240789,ACG1555BM,231496,25690267,2,1992,252019,,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYLE MICHELLE,B-MUSIC,TP-S .B7922 92-2-10 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,ACG1555BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7922 92-2-10 v. 2,30000000388755,40000001240797,ACG1555BM,231496,25690267,3,1992,252019,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYLE MICHELLE,B-MUSIC,TP-S .B7922 92-2-10 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACG1555BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7922 93-8-9 v. 1,30000035974165,40000001240805,ADT8790BM,417995,28755604,2,1993,452335,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYLE MICHELLE,B-MUSIC,TP-S .B7922 93-8-9 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADT8790BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7922 93-8-9 v. 2,30000035974173,40000001240813,ADT8790BM,417995,28755604,3,1993,452335,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYLE MICHELLE,B-MUSIC,TP-S .B7922 93-8-9 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADT8790BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B7922 93-8-9 v. 3,30000035974181,40000001240821,ADT8790BM,417995,28755604,4,1993,452335,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BOYLE MICHELLE,B-MUSIC,TP-S .B7922 93-8-9 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADT8790BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.1 v. 1,32000002935361,40000001240839,BAF3464BM,1447479,16182178,2,1987,1544337,x,40000000000093,ML-OR-169,,FACULTY CHAMBER RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.1 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (90 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3464BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.1 v. 2,32000002935478,40000001240847,BAF3464BM,1447479,16182178,3,1987,1544337,x,40000000000093,ML-OR-169,,FACULTY CHAMBER RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.1 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (90 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3464BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.1 v. 3,32000002935411,40000001240854,BAF3464BM,1447479,16182178,4,1987,1544337,x,40000000000093,ML-OR-169,,FACULTY CHAMBER RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.1 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (90 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3464BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.2 v. 1,30000036038614,40000001240862,BFK0730BM,2074237,19708594,4,1989,2184663,x,40000000000093,ML-OR-169,,FACULTY RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.2 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BFK0730BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.2 v. 2,30000029006883,40000001240870,BFK0730BM,2074237,19708594,3,1989,2184663,x,40000000000093,ML-OR-169,,FACULTY RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.2 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BFK0730BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.2 v. 3,32000002941120,40000001240888,BFK0730BM,2074237,19708594,2,1989,2184663,x,40000000000093,ML-OR-169,,FACULTY RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.2 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BFK0730BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.3 v.1,30000002979601,40000001240896,AAW4665BM,69241,23860208,2,1990,74167,x,40000000000093,ML-OR-169,,FACULTY RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.3 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAW4665BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.3 v.2,30000002979619,40000001240904,AAW4665BM,69241,23860208,3,1990,74167,x,40000000000093,ML-OR-169,,FACULTY RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.3 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAW4665BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.3 v.3,30000002979627,40000001240912,AAW4665BM,69241,23860208,4,1990,74167,x,40000000000093,ML-OR-169,,FACULTY RECITAL,BRAHMS JOHANNES 001833 001897 CHAMBER MUSIC SELECTIONS,B-MUSIC,TP-S .B813 C1.3 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAW4665BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.4 v. 1,30000002966954,40000001240920,ABA5960BM,90774,24096367,2,1990,96681,x,40000000000093,ML-OR-169,,STRING QUARTET IN A MINOR OP 000051 NO 000002 QUINTET IN B MINOR FOR CLARINET AND STRING QUARTET OP 000115,BRAHMS JOHANNES 001833 001897 QUARTETS STRINGS NO 000002 OP 000051 NO 000002 A MINOR,B-MUSIC,TP-S .B813 C1.4 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA5960BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.4 v. 2,30000002966939,40000001240938,ABA5960BM,90774,24096367,3,1990,96681,x,40000000000093,ML-OR-169,,STRING QUARTET IN A MINOR OP 000051 NO 000002 QUINTET IN B MINOR FOR CLARINET AND STRING QUARTET OP 000115,BRAHMS JOHANNES 001833 001897 QUARTETS STRINGS NO 000002 OP 000051 NO 000002 A MINOR,B-MUSIC,TP-S .B813 C1.4 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA5960BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.4 v. 3,30000002966921,40000001240946,ABA5960BM,90774,24096367,4,1990,96681,x,40000000000093,ML-OR-169,,STRING QUARTET IN A MINOR OP 000051 NO 000002 QUINTET IN B MINOR FOR CLARINET AND STRING QUARTET OP 000115,BRAHMS JOHANNES 001833 001897 QUARTETS STRINGS NO 000002 OP 000051 NO 000002 A MINOR,B-MUSIC,TP-S .B813 C1.4 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA5960BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C1.4 v. 4,30000002966947,40000001240953,ABA5960BM,90774,24096367,5,1990,96681,x,40000000000093,ML-OR-169,,STRING QUARTET IN A MINOR OP 000051 NO 000002 QUINTET IN B MINOR FOR CLARINET AND STRING QUARTET OP 000115,BRAHMS JOHANNES 001833 001897 QUARTETS STRINGS NO 000002 OP 000051 NO 000002 A MINOR,B-MUSIC,TP-S .B813 C1.4 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA5960BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C3.40-10 v. 1,30000035942741,40000001240961,ADM3667BM,382110,28232647,2,1993,413790,x,40000000000093,ML-OR-169,,TRIO IN E FLAT MAJOR OP 000040 QUARTET IN G MINOR OP 000025,BRAHMS JOHANNES 001833 001897 TRIOS PIANO VIOLIN HORN OP 000040 EB MAJOR,B-MUSIC,TP-S .B813 C3.40-10 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADM3667BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C3.40-10 v. 2,30000035942758,40000001240979,ADM3667BM,382110,28232647,3,1993,413790,x,40000000000093,ML-OR-169,,TRIO IN E FLAT MAJOR OP 000040 QUARTET IN G MINOR OP 000025,BRAHMS JOHANNES 001833 001897 TRIOS PIANO VIOLIN HORN OP 000040 EB MAJOR,B-MUSIC,TP-S .B813 C3.40-10 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADM3667BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C3.40-10 v. 3,30000035942766,40000001240987,ADM3667BM,382110,28232647,4,1993,413790,x,40000000000093,ML-OR-169,,TRIO IN E FLAT MAJOR OP 000040 QUARTET IN G MINOR OP 000025,BRAHMS JOHANNES 001833 001897 TRIOS PIANO VIOLIN HORN OP 000040 EB MAJOR,B-MUSIC,TP-S .B813 C3.40-10 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1993,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADM3667BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C4.25-7 1,30000000387971,40000001240995,ACF8108BM,229613,25649608,2,1992,249957,x,40000000000093,ML-OR-169,,QUARTET NO 000001 IN G MINOR OP 000025 QUARTET NO 000002 IN A MAJOR OP 000026,BRAHMS JOHANNES 001833 001897 QUARTETS PIANO STRINGS NO 000001 OP 000025 G MINOR,B-MUSIC,TP-S .B813 C4.25-7 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACF8108BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C4.25-7 v. 2,30000000388078,40000001241001,ACF8108BM,229613,25649608,3,1992,249957,x,40000000000093,ML-OR-169,,QUARTET NO 000001 IN G MINOR OP 000025 QUARTET NO 000002 IN A MAJOR OP 000026,BRAHMS JOHANNES 001833 001897 QUARTETS PIANO STRINGS NO 000001 OP 000025 G MINOR,B-MUSIC,TP-S .B813 C4.25-7 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACF8108BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C4.25-7 v. 3,30000000387989,40000001241019,ACF8108BM,229613,25649608,4,1992,249957,x,40000000000093,ML-OR-169,,QUARTET NO 000001 IN G MINOR OP 000025 QUARTET NO 000002 IN A MAJOR OP 000026,BRAHMS JOHANNES 001833 001897 QUARTETS PIANO STRINGS NO 000001 OP 000025 G MINOR,B-MUSIC,TP-S .B813 C4.25-7 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACF8108BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 C4.25-7 v. 4,30000000387997,40000001241027,ACF8108BM,229613,25649608,5,1992,249957,x,40000000000093,ML-OR-169,,QUARTET NO 000001 IN G MINOR OP 000025 QUARTET NO 000002 IN A MAJOR OP 000026,BRAHMS JOHANNES 001833 001897 QUARTETS PIANO STRINGS NO 000001 OP 000025 G MINOR,B-MUSIC,TP-S .B813 C4.25-7 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACF8108BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .B813 D4.1-4 v. 1,30000005009380,40000001241035,BFJ8773BM,2072558,19052197,2,1988,2182672,x,40000000000093,ML-OR-169,,GRADUATE RECITAL,BRAHMS JOHANNES 001833 001897 VOCAL MUSIC SELECTIONS,B-MUSIC,TP-S .B813 D4.1-4 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BFJ8773BM,1,2,1,,,
